ticker,t,date,score,fwd_5_gross,fwd_5_net,fwd_10_gross,fwd_10_net,fwd_20_gross,fwd_20_net,pit_quality,pit_net_margin,pit_current_ratio,pit_roe,score_version
ABBV,211,2026-02-20,0.29480597259474717,3.233843846542528,3.093843846542528,2.3575477555781266,2.217547755578127,-8.780743938769897,-8.920743938769897,0.4,0.0691,0.67,-1.2924,VECCHIO
ABBV,216,2026-02-27,0.1827776402297652,-0.8488457450707809,-0.9888457450707809,-5.342989080248362,-5.482989080248362,-9.77249558584563,-9.912495585845631,0.4,0.0691,0.67,-1.2924,VECCHIO
ABBV,221,2026-03-06,0.29055105558047006,-4.532618272524203,-4.672618272524202,-10.881749258926565,-11.021749258926565,-10.177740257626933,-10.317740257626932,0.4,0.0691,0.67,-1.2924,VECCHIO
ABBV,226,2026-03-13,0.024502404633015853,-6.650576219348714,-6.790576219348714,-4.679533467787744,-4.819533467787744,-6.0132883719521635,-6.153288371952163,0.4,0.0691,0.67,-1.2924,VECCHIO
AC.PA,201,2026-02-02,0.06626669253740836,2.7883390168347066,2.648339016834707,4.0346426726990625,3.894642672699063,-5.196449253366087,-5.336449253366086,,,,,VECCHIO
AC.PA,206,2026-02-09,0.3304987662691079,1.2124951796917527,1.0724951796917526,-1.3563498756303694,-1.4963498756303695,-12.762020353362013,-12.902020353362015,,,,,VECCHIO
AC.PA,211,2026-02-16,0.32574936856840053,-2.538071065989844,-2.678071065989844,-8.873094277938609,-9.01309427793861,-16.7715701960065,-16.911570196006505,,,,,VECCHIO
AC.PA,216,2026-02-23,0.3225438077000699,-6.499997774759924,-6.639997774759925,-11.56249841054281,-11.702498410542809,-16.104165712992348,-16.24416571299235,,,,,VECCHIO
AC.PA,221,2026-03-02,0.20813140378839562,-5.414439053795306,-5.5544390537953054,-8.66755636601816,-8.807556366018158,-10.762035909322066,-10.902035909322064,,,,,VECCHIO
AC.PA,251,2026-04-15,0.35818203591181486,-4.8957180671519,-5.035718067151899,-8.035126034501106,-8.175126034501105,-2.2392985177786096,-2.3792985177786092,,,,,VECCHIO
ACA.PA,201,2026-02-02,0.38976523821648723,-1.5963207987084505,-1.7363207987084504,-2.4621208602637723,-2.602120860263772,-0.4870138247687228,-0.6270138247687228,,,,,VECCHIO
ACA.PA,206,2026-02-09,0.17885834294252595,-0.8798452136980273,-1.0198452136980274,2.9144938257387176,2.774493825738718,-8.770961562807155,-8.910961562807156,,,,,VECCHIO
ACA.PA,211,2026-02-16,0.06787046538166647,3.8280196874360684,3.6880196874360687,2.0249640989891127,1.8849640989891128,-9.070736551922066,-9.210736551922064,,,,,VECCHIO
ACA.PA,216,2026-02-23,0.3417291511464674,-1.7365790023491368,-1.8765790023491367,-11.354528360536275,-11.494528360536275,-13.54528360536279,-13.685283605362791,,,,,VECCHIO
ACA.PA,221,2026-03-02,0.3874489738290642,-9.787924398049485,-9.927924398049486,-10.875476163015996,-11.015476163015995,-13.811849333765913,-13.951849333765914,,,,,VECCHIO
ACA.PA,226,2026-03-09,0.06418399439084542,-1.2055500970459931,-1.3455500970459933,-2.4713673516642665,-2.611367351664266,4.219413842683184,4.079413842683184,,,,,VECCHIO
ACA.PA,251,2026-04-15,0.31874785576123565,-0.43214553482584517,-0.5721455348258452,-0.7490588544829757,-0.8890588544829757,-1.0659721741401063,-1.2059721741401064,,,,,VECCHIO
ACA.PA,256,2026-04-22,0.321730082212345,-0.31828879045292524,-0.45828879045292525,-0.7233796008851101,-0.8633796008851101,-0.983796698719619,-1.123796698719619,,,,,VECCHIO
ACA.PA,261,2026-04-29,0.3023997801977487,-0.40638428606087906,-0.5463842860608791,-0.3193051028024918,-0.4593051028024918,-4.934690058899149,-5.074690058899149,,,,,VECCHIO
ACA.PA,266,2026-05-07,0.17888825077191806,0.08743450334056657,-0.05256549665943343,-0.2623146283461053,-0.4023146283461053,-3.7598393001859742,-3.899839300185974,,,,,VECCHIO
AI.PA,251,2026-04-15,0.10968948021189742,-0.5022453638669822,-0.6422453638669822,-3.5050210676619176,-3.6450210676619172,-4.381276334577377,-4.521276334577378,,,,,VECCHIO
AI.PA,256,2026-04-22,0.10919115093398132,-3.0179331330402293,-3.157933133040229,-5.112235103670781,-5.252235103670781,-3.49049509042606,-3.63049509042606,,,,,VECCHIO
AI.PA,261,2026-04-29,0.09575229094524536,-2.1594734349222655,-2.299473434922265,-0.9080837952510357,-1.0480837952510358,0.7751903926747072,0.6351903926747072,,,,,VECCHIO
AI.PA,266,2026-05-07,0.0919262001770003,1.2790095102757526,1.1390095102757525,1.70911393583415,1.5691139358341502,-6.528784320078451,-6.668784320078451,,,,,VECCHIO
AI.PA,271,2026-05-14,0.07135997034789164,0.4246728198055161,0.28467281980551606,1.6986998055902758,1.5586998055902757,-7.789451228449284,-7.929451228449285,,,,,VECCHIO
AI.PA,276,2026-05-21,0.06620124159641405,1.2686394189909578,1.1286394189909577,-8.099469100782553,-8.239469100782552,-7.010909202054993,-7.150909202054994,,,,,VECCHIO
AI.PA,281,2026-05-28,0.34107555919132493,-9.25074986049107,-9.39074986049107,-9.329667982164324,-9.469667982164324,-5.824179177755839,-5.964179177755839,,,,,VECCHIO
AIR.PA,201,2026-02-02,0.11307161510709811,-0.3405591598123481,-0.4805591598123481,1.7543827878972351,1.6143827878972352,-6.976266284603816,-7.116266284603816,,,,,VECCHIO
AIR.PA,206,2026-02-09,0.10797577526156373,2.102100844684651,1.9621008446846513,-5.177591400849901,-5.317591400849901,-9.174692594336232,-9.31469259433623,,,,,VECCHIO
AIR.PA,211,2026-02-16,0.08229925883947632,-7.129816316520521,-7.2698163165205205,-8.580120908108423,-8.720120908108424,-13.81338268556085,-13.95338268556085,,,,,VECCHIO
AIR.PA,216,2026-02-23,0.22331350837690384,-1.5616471660386044,-1.7016471660386043,-4.215355054292679,-4.35535505429268,-9.140551244377825,-9.280551244377826,,,,,VECCHIO
AMAT,201,2026-02-05,0.32875826021449683,8.026588110763178,7.886588110763178,23.48433071542786,23.34433071542786,6.825882649623383,6.685882649623383,1.0,0.2467,2.61,0.3428,VECCHIO
AMAT,206,2026-02-12,0.43816842100951275,14.309201905752467,14.169201905752466,13.37128755012229,13.231287550122289,4.001334859382544,3.861334859382544,1.0,0.2467,2.61,0.3428,VECCHIO
AMAT,211,2026-02-20,0.6173085134228549,-0.8205064334221079,-0.960506433422108,-13.490333525954979,-13.63033352595498,-4.880389761286841,-5.0203897612868404,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,216,2026-02-27,0.6264330947517167,-12.77464386731092,-12.914643867310922,-8.264837502702992,-8.404837502702993,-9.435932182938922,-9.575932182938923,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,221,2026-03-06,0.35853321375316516,5.17029286500994,5.03029286500994,9.952580001278054,9.812580001278056,8.58533156408936,8.44533156408936,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,226,2026-03-13,0.3312007360203959,4.547184386380243,4.407184386380243,-1.2766039197569912,-1.4166039197569913,15.869766170103361,15.72976617010336,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,231,2026-03-20,0.4080825242519654,-5.5704879479240414,-5.710487947924041,-1.2434891815842786,-1.3834891815842787,9.679044920993274,9.539044920993273,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,236,2026-03-27,0.27296192203104663,4.582252594881053,4.442252594881054,17.368091830961397,17.228091830961397,20.075916964168616,19.935916964168616,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,241,2026-04-06,0.35863555919215334,12.225629988683352,12.085629988683351,11.060064811990866,10.920064811990866,10.992005644133629,10.852005644133628,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,246,2026-04-13,0.5445400653312896,-1.0385908965804047,-1.1785908965804048,2.307122055888211,2.1671220558882114,12.101681146571908,11.961681146571907,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,251,2026-04-20,0.5364381397610454,3.3808259025214227,3.240825902521423,-0.061281404771784675,-0.2012814047717847,5.604926326722159,5.46492632672216,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,256,2026-04-27,0.5584409741332079,-3.32954131217601,-3.4695413121760095,9.573682549034213,9.433682549034213,12.357365782501617,12.217365782501616,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,261,2026-05-04,0.37046608271904063,13.347639016463496,13.207639016463496,5.6696821923875484,5.529682192387549,25.210787899013944,25.07078789901394,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,266,2026-05-11,0.5482541384125638,-6.773812750489439,-6.913812750489439,2.540466988705714,2.4004669887057144,12.5309943081366,12.3909943081366,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,271,2026-05-18,0.5537705092617935,9.991055103719315,9.851055103719315,18.492632230168816,18.352632230168815,37.39632236514802,37.25632236514802,0.8,0.2889,2.71,0.0933,VECCHIO
AMAT,276,2026-05-26,0.3846477926341341,7.729335006771865,7.589335006771865,9.743009382365408,9.603009382365409,29.47524714480958,29.33524714480958,1.0,0.3238,2.51,0.2021,VECCHIO
AMD,201,2026-02-05,0.12471229831828166,6.9818194500811614,6.841819450081162,3.9740228033685154,3.8340228033685158,-0.03636744115259605,-0.17636744115259603,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,206,2026-02-12,0.15549210478315018,-2.8115026106058316,-2.9515026106058313,-2.782361687681023,-2.922361687681023,-6.094009373107845,-6.2340093731078445,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,211,2026-02-20,0.15756294637797974,0.029983921665177604,-0.1100160783348224,-3.857107897138312,-3.997107897138312,0.5895618139166947,0.4495618139166947,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,216,2026-02-27,0.1492484814889648,-3.8859266655961178,-4.025926665596118,-3.4064267996182895,-3.546426799618289,0.8890658406703889,0.7490658406703888,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,221,2026-03-06,0.1516290515732051,0.4988862185764775,0.3588862185764775,4.625063396571849,4.485063396571849,14.420828902049077,14.280828902049075,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,226,2026-03-13,0.294518734449702,4.105694434285856,3.965694434285856,4.446975609213433,4.306975609213433,27.633281250357534,27.493281250357533,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,231,2026-03-20,0.4126996775269717,0.32782181299697566,0.18782181299697567,9.362733161123437,9.222733161123438,36.56683539781345,36.42683539781345,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,236,2026-03-27,0.2950109681347094,9.005389716291056,8.865389716291057,22.199116351530623,22.059116351530623,65.66661507127753,65.52661507127753,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,241,2026-04-06,0.4175132501258536,12.10373786982364,11.963737869823639,24.87511188716396,24.735111887163956,55.118548417723545,54.97854841772355,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,246,2026-04-13,0.040867479765569203,11.392460465654253,11.252460465654252,35.57104176981427,35.43104176981427,85.87287004881415,85.73287004881415,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,251,2026-04-20,0.15091899637440037,21.705761056974794,21.565761056974793,24.218946492626394,24.07894649262639,53.11510148884042,52.97510148884042,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,256,2026-04-27,0.3196106543792105,2.064968341535689,1.924968341535689,37.10366728936643,36.96366728936643,50.581241160636466,50.44124116063647,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,261,2026-05-04,0.2853809889518687,34.329799457324306,34.189799457324305,23.262276659164293,23.122276659164292,52.70245505037134,52.56245505037135,0.8,0.1251,2.85,0.0688,VECCHIO
AMD,266,2026-05-11,0.3805425424249338,-8.239067461480198,-8.379067461480199,9.830206687925225,9.690206687925224,3.644369081561205,3.5043690815612054,0.8,0.1349,2.72,0.0215,VECCHIO
AMD,271,2026-05-18,0.6143333903864547,19.691685393258428,19.551685393258428,23.88417542587895,23.74417542587895,20.49930409568683,20.35930409568683,0.8,0.1349,2.72,0.0215,VECCHIO
AMD,276,2026-05-26,0.23881128004087154,3.502741246265928,3.3627412462659283,-5.632182432234368,-5.772182432234367,3.1455228572044636,3.005522857204464,0.8,0.1349,2.72,0.0215,VECCHIO
AMZN,201,2026-02-05,0.04349886625698045,-10.36867218319154,-10.50867218319154,-5.649109386652729,-5.789109386652728,-4.257036967806139,-4.397036967806138,1.0,0.1519,1.01,0.2069,VECCHIO
AMZN,266,2026-05-11,0.1421989112630934,-1.535374933176492,-1.675374933176492,-1.3755090612216692,-1.5155090612216693,-9.219669390433506,-9.359669390433504,1.0,0.5002,1.18,0.2055,VECCHIO
AMZN,271,2026-05-18,0.2276749794900459,0.16235868652962893,0.022358686529628927,-3.148832137410451,-3.2888321374104508,-7.120737897243579,-7.260737897243579,1.0,0.5002,1.18,0.2055,VECCHIO
AMZN,276,2026-05-26,0.27244579004705055,-3.305823532274099,-3.445823532274099,-7.953562299329009,-8.093562299329008,-11.692865646392525,-11.832865646392525,1.0,0.5002,1.18,0.2055,VECCHIO
AVGO,201,2026-02-05,0.05628295369878847,6.653570903464168,6.513570903464168,7.130199811455595,6.990199811455596,6.431355058658683,6.2913550586586835,1.0,,1.71,,VECCHIO
AVGO,206,2026-02-12,0.3226606549103875,0.4468944677181508,0.30689446771815077,-3.5087795282229717,-3.6487795282229714,-2.7206599028601675,-2.860659902860167,1.0,,1.71,,VECCHIO
AVGO,211,2026-02-20,0.2445138374812156,-3.938074956824489,-4.078074956824489,-0.6523321659315906,-0.7923321659315906,-6.655639421941184,-6.795639421941184,1.0,,1.71,,VECCHIO
AVGO,216,2026-02-27,0.22290504666626323,3.4204423754948587,3.280442375494859,0.8167785851494358,0.6767785851494358,-5.905177855745391,-6.045177855745392,1.0,,1.71,,VECCHIO
AVGO,221,2026-03-06,0.19436349147242243,-2.517552362512765,-2.6575523625127646,-6.0427259007593275,-6.182725900759327,-4.856577637674686,-4.996577637674686,1.0,,1.71,,VECCHIO
AVGO,226,2026-03-13,0.2117505714884863,-3.616213609403607,-3.7562136094036065,-6.6674977471309465,-6.807497747130946,17.87620923865294,17.73620923865294,1.0,,1.9,,VECCHIO
AVGO,251,2026-04-20,0.1468280095377096,4.6468000643906215,4.506800064390622,4.221403526027645,4.081403526027645,5.274875838826754,5.134875838826754,1.0,,1.9,,VECCHIO
AVGO,256,2026-04-27,0.20629562895366377,-0.40650697212072373,-0.5465069721207237,2.4461932496753658,2.306193249675366,0.9110467353854457,0.7710467353854457,1.0,,1.9,,VECCHIO
AVGO,261,2026-05-04,0.3688160259514872,2.8643439797794157,2.724343979779416,1.0108022701267982,0.8708022701267982,15.6230509782038,15.4830509782038,1.0,,1.9,,VECCHIO
AVGO,266,2026-05-11,0.27349610823930787,-1.8019282852928975,-1.9419282852928974,-1.4984905398569226,-1.6384905398569225,-8.465791292328973,-8.605791292328972,1.0,,1.9,,VECCHIO
AVGO,271,2026-05-18,0.2600820786777399,0.30900580850257153,0.16900580850257155,14.466025790984594,14.326025790984593,-10.4585108254312,-10.5985108254312,1.0,,1.9,,VECCHIO
AVGO,276,2026-05-26,0.23058395910178991,14.113408729729437,13.973408729729437,-7.073293384698065,-7.213293384698065,-9.46423106494274,-9.604231064942741,1.0,,1.9,,VECCHIO
AZM.MI,201,2026-02-05,0.1277787569138083,-2.97502481480304,-3.1150248148030397,-1.5997745656379014,-1.7397745656379013,-5.641319326339255,-5.781319326339256,,,,,VECCHIO
AZM.MI,206,2026-02-12,0.11728189693823114,1.4174188105074315,1.2774188105074313,2.314143026099935,2.1741430260999355,-5.582876257487324,-5.722876257487323,,,,,VECCHIO
AZM.MI,211,2026-02-19,0.1360777074601034,0.8841915186857507,0.7441915186857507,-4.107251525960454,-4.247251525960453,-7.786649843990201,-7.926649843990201,,,,,VECCHIO
AZM.MI,216,2026-02-26,0.12355909494188648,-4.947695936802643,-5.087695936802643,-7.718404367197573,-7.858404367197573,-8.36867168181994,-8.508671681819939,,,,,VECCHIO
AZM.MI,221,2026-03-05,0.1366161856688578,-2.9149303193668707,-3.0549303193668704,-3.8369932832052034,-3.976993283205203,-0.5056459677162173,-0.6456459677162173,,,,,VECCHIO
AZM.MI,226,2026-03-12,0.1144218218931987,-0.9497474399220218,-1.089747439922022,-0.70465547345957,-0.84465547345957,7.475497815665033,7.3354978156650334,,,,,VECCHIO
AZM.MI,231,2026-03-19,0.09358809222380281,0.2474420409112943,0.10744204091129429,3.464271167497879,3.324271167497879,14.599434391222488,14.459434391222487,,,,,VECCHIO
AZM.MI,236,2026-03-26,0.2341645311037457,3.208888986188585,3.0688889861885853,8.238204246260672,8.098204246260671,13.79204332535673,13.652043325356727,,,,,VECCHIO
AZM.MI,241,2026-04-02,0.3035012415560743,4.872947775598191,4.732947775598191,10.76232703142319,10.622327031423191,8.878915809462207,8.738915809462206,,,,,VECCHIO
AZM.MI,246,2026-04-13,0.3108481278581223,5.615727774169943,5.475727774169943,5.131126405663666,4.991126405663667,1.510828824494781,1.3708288244947808,,,,,VECCHIO
AZM.MI,251,2026-04-20,0.11470658108658327,-0.4588344735383054,-0.5988344735383054,-1.7004077762167724,-1.8404077762167723,-7.0175398857238225,-7.157539885723822,,,,,VECCHIO
AZM.MI,256,2026-04-27,0.3824834050346735,-1.247296328219527,-1.3872963282195272,-3.4436020091703767,-3.5836020091703764,-3.4707227682289066,-3.6107227682289063,,,,,VECCHIO
AZM.MI,261,2026-05-05,0.04739553598897202,-2.224046126626167,-2.3640461266261665,-5.409109019905555,-5.549109019905556,-4.200985327345452,-4.340985327345452,,,,,VECCHIO
AZM.MI,266,2026-05-12,0.1571804425512795,-3.257511450519057,-3.397511450519057,-0.028087997919212793,-0.16808799791921278,-1.0951962453352726,-1.2351962453352727,,,,,VECCHIO
AZM.MI,271,2026-05-19,-0.005116715995999999,3.3381645448866903,3.1981645448866907,1.2772093380686522,1.137209338068652,10.449922770375931,10.30992277037593,,,,,VECCHIO
AZM.MI,276,2026-05-26,0.07469101364481988,-1.994379536248514,-2.1343795362485136,-1.0674080609700098,-1.20740806097001,5.617977768886329,5.477977768886329,,,,,VECCHIO
BAC,201,2026-02-05,0.40931031933043327,-4.4048020193593995,-4.544802019359399,-3.4219099024585753,-3.561909902458575,-11.46705386701231,-11.607053867012311,0.75,0.2805,,0.0756,VECCHIO
BAC,206,2026-02-12,0.257398712103503,1.0281814752869378,0.8881814752869378,-5.121855680241794,-5.261855680241793,-11.043410484592208,-11.183410484592208,0.75,0.2805,,0.0756,VECCHIO
BAC,211,2026-02-20,0.08502945468841712,-6.087447151598124,-6.227447151598124,-8.330195758094138,-8.470195758094139,-11.11948996075377,-11.25948996075377,0.75,0.2805,,0.0756,VECCHIO
BAC,216,2026-02-27,0.055767914626679196,-2.388124418379256,-2.5281244183792557,-6.241221144032494,-6.3812211440324935,-5.739515362749136,-5.879515362749137,1.0,0.2698,,0.1006,VECCHIO
BAMI.MI,201,2026-02-05,0.36791342137522576,-4.911061205680333,-5.051061205680334,-4.098999799971792,-4.238999799971792,-9.667439833699266,-9.807439833699265,,,,,VECCHIO
BAMI.MI,206,2026-02-12,0.044782316205176295,0.8540019649026176,0.7140019649026176,5.124035059224008,4.984035059224008,-7.157381935585749,-7.297381935585749,,,,,VECCHIO
BAMI.MI,211,2026-02-19,0.04363388919726288,4.233875712544721,4.093875712544722,-5.806446254067154,-5.946446254067155,-6.612900968148638,-6.752900968148638,,,,,VECCHIO
BAMI.MI,216,2026-02-26,0.30996020067743674,-9.63249413683992,-9.772494136839919,-11.682786898249041,-11.822786898249042,-7.853000606145799,-7.993000606145799,,,,,VECCHIO
BAMI.MI,221,2026-03-05,0.03759669005173126,-2.2688384965651287,-2.4088384965651284,-0.8561676271995444,-0.9961676271995444,3.16780715660705,3.02780715660705,,,,,VECCHIO
BAMI.MI,236,2026-03-26,0.26936757109895737,1.1754856852762563,1.0354856852762562,5.28967357273149,5.149673572731491,3.8203184679714397,3.68031846797144,,,,,VECCHIO
BAMI.MI,241,2026-04-02,0.25950161560991036,4.06638807769415,3.92638807769415,5.5186717952447895,5.37867179524479,2.1161834888349995,1.9761834888349996,,,,,VECCHIO
BAMI.MI,246,2026-04-13,0.27139031210395853,1.3955358155280484,1.2555358155280483,-1.3955358155280484,-1.5355358155280485,4.744818730772038,4.604818730772038,,,,,VECCHIO
BAMI.MI,251,2026-04-20,0.08050187674288467,-2.7526573123830556,-2.8926573123830552,-3.2245367085478427,-3.3645367085478424,1.219030523878084,1.079030523878084,,,,,VECCHIO
BMED.MI,201,2026-02-05,0.44924148289709986,-10.563737264040684,-10.703737264040685,-10.0558730110757,-10.1958730110757,-12.341291210087224,-12.481291210087225,,,,,VECCHIO
BMED.MI,206,2026-02-12,0.18718164366589501,0.5678504864009559,0.4278504864009559,4.372507232977707,4.232507232977707,-3.8614439614275797,-4.001443961427579,,,,,VECCHIO
BMED.MI,211,2026-02-19,0.08850744002172788,3.783173974759668,3.6431739747596685,-2.540930992962953,-2.680930992962953,-5.590061108394706,-5.730061108394706,,,,,VECCHIO
BMED.MI,216,2026-02-26,0.0753453080320937,-6.093574445179961,-6.233574445179961,-7.88900392708366,-8.029003927083659,-8.21544282089196,-8.35544282089196,,,,,VECCHIO
BMED.MI,221,2026-03-05,0.07770136445087485,-1.9119346426997863,-2.051934642699786,-3.128626352065389,-3.2686263520653887,2.723055081818737,2.5830550818187374,,,,,VECCHIO
BMED.MI,241,2026-04-02,0.324462537694739,5.865769556563483,5.725769556563483,5.442753398211164,5.3027533982111645,4.427523224363816,4.287523224363817,,,,,VECCHIO
BMED.MI,246,2026-04-13,0.33671824503734415,-0.3995778428893537,-0.5395778428893537,-0.8524232472564175,-0.9924232472564175,3.143314534890429,3.0033145348904293,,,,,VECCHIO
